id,headline,subheading,body
uk-england-south-yorkshire-50123814,Yorkshire Wildlife Park's last rescued brown bear dies,The last of four endangered bears rehomed in Yorkshire after being rescued from Japan has died.,"Ussuri brown bears Riku, Kai, Hanako and Amu were flown over 5,400 miles in August 2018 after being found in cramped conditions at a museum. Hanako, the oldest bear at 27, was put to sleep on Saturday, the Yorkshire Wildlife Park said. All four bears had significant health problems when they arrived in the UK from Tokyo. Amu was put to sleep in August 2018, and Kai and Riku in September and October this year. Kai and Riku who were aged 17 when they arrived and Hanako and Amu were 27. In August 2018 shortly after they arrived vets examining Amu found chronic degenerative diseases which were ""worse than first thought"" and the bear was put to sleep. The Yorkshire Wildlife Park said on Monday it was deeply saddened by Hanako's death. The park, near Doncaster, said: ""Hanako, the last and oldest of the Ussuri brown bears rescued from Japan, has died. ""Hanako arrived at the park with a variety of health problems due to the many years she spent in poor conditions in a museum in Japan. ""When they [bears] arrived, they had problems with their teeth, malnourishment, joint and limb problems and they were underweight. ""Hanako also had specialist ophthalmic care for eye problems. ""Sadly, after the recurrence of stomach problems and several fits, the park vets made the decision to put her to sleep. ""A post mortem will be carried out."" The bears were flown to London from Tokyo and then transferred to the park in an operation it described as ""like clockwork"". They were being kept at the Ainu Cultural Museum on the island of Hokkaido when they came to the attention of animal charity Wild Welfare. The Ussuri brown bear, also known as the black grizzly, can weigh up to 86 stone (550kg) and live up to 35 years. Follow BBC Yorkshire on Facebook, Twitter and Instagram. Send your story ideas to yorkslincs.news@bbc.co.uk."
health-32024158,DNA of 'an entire nation' assessed,"The genetic code of ""an entire nation"" has effectively been deduced, say researchers in Iceland.","By James GallagherHealth editor, BBC News website The feat was performed by combining DNA data with family trees. The team say they could now find every woman at high-risk of breast cancer ""at the touch of a button"" and it would be ""criminal"" not to use the information. The reports, published in the journal Nature Genetics, used the data to make a suite of discoveries including the age of the last common ancestor of men. DNA is passed from one generation to the next. If you knew everything about the DNA of a child and their grandparents, you could figure out a lot about about the DNA of the parents too. The deCODE genetics team has taken the whole genome sequence of 10,000 people and combined it with nation-wide family trees. ""By using these tricks we can predict, with substantial accuracy, the genome of the entire nation,"" the chief executive of deCODE, Dr Kari Stefansson told the BBC News website. Medicine Mutations in the BRCA genes lead to a much higher lifetime risk of cancer and led the Hollywood actress Angelina Jolie to have her breasts and ovaries removed. Dr Stefansson argued: ""We could, in Iceland, at the push of a button find all women who carry mutations in the BRCA2 gene. ""This risk could basically be nullified by preventative mastectomies and ovariectomies. It would be criminal not to take advantage of it and I am convinced that my fellow countrymen will begin to use it pretty soon."" The data is all anonymous at the moment. Using such data in medicine would raise ethical issues, including identifying deadly disease genes in people who never volunteered their own DNA for study. Dr Stefansson says there is a lot of debate still to come ""but I'm just an old-fashioned physician, my gut instinct is simply to go to these people and warn them"". He is already in discussions with the Icelandic healthcare system. Elegant The 100,000 genomes project in England and President Obama's Precision Medicine Initiative both aim to use such genetic information to revolutionise medicine. Professor Mark Caulfield, the chief scientist at Genomics England, said the studies were ""very interesting"" and ""very elegant"". He told the BBC: ""The team in Iceland is to be congratulated as it has continued, over many years, to contribute to an understanding of the genetic information of disease by looking at the level of the population."" He said the progress being made around the world showed: ""We are on the cusp on the application of transformative genomic medicine at scale"" However, he cautioned that there were many types of BRCA2 mutation and it was important to be certain they were relevant before informing women. Common dad The project made a series of other discoveries including a new gene linked to Alzheimer's disease. The team has calculated a new estimate for the last common ancestor of all men by looking at the rate of mutation in the male Y-chromosome. They believe the last common ancestor was 239,000 years ago - down from a previous estimate of 308,000 years ago. They discovered that in Iceland that 8% of the population is missing all copies of a gene. This could be harmful, beneficial or have no impact at all. The Icelandic group is starting a study to assess the health of these people. Dr Susan Wallace, who worked with the Nuffield Council of Bioethics on a report on the use of biomedical data, said: ""It sounds like a very exciting study and could bring health benefits to people. ""The concerns are that the data is going to be made public, anonymity technically promises protection, but you can be re-identified in datasets. ""There are also concerns of commercial interests in the use of these databases, so there are a lot of concerns that need to be addressed. ""There needs to be more engagement I think."""
health-21965092,Bacteria find 'key to treating obesity without surgery',"Weight loss after gastric band surgery may be partly caused by changes to micro-organisms that live in the gut, say US researchers.","A study in mice has shown that surgery causes different types of bacteria to colonise the gut. Transferring samples of those bacteria into healthy mice caused them to rapidly lose weight without surgery. But the Harvard University researchers said they could not yet explain the mechanism behind their results. There are differences in the bacteria in the stomachs and intestines of obese people compared with those who are of a normal weight. And in people who have had gastric bypass operations to help them lose weight, the types of microbes that are found in the gut change. In the latest study, researchers compared three groups of obese mice on a high-calorie diet. A week later the mice who had undergone the real obesity surgery had different bacteria in their guts, with an increase in types usually seen in lean individuals and a drop in types associated with obesity. Three weeks after surgery they had lost about 30% of their bodyweight, the researchers reported in Science Translational Medicine. There was little change in micro-organisms present in the mice who had had sham operations, even though the group on the low-calorie diet lost just as much weight as the mice who had had the bypass surgery. Metabolism impact Researchers then transferred samples from the guts of the three groups of mice into other germ-free mice. Those who received bacteria from the bypass mice, lost a significant amount of weight in two weeks but the others saw no change. It is not yet clear how the microbes influence weight loss, but one theory is that they have an impact on metabolism. ""We need to learn a good deal more about the mechanism by which a microbial population changed by gastric bypass exerts its effects,"" said study author Dr Lee Kaplan, an associate professor of Medicine at Harvard Medical School. ""The ability to achieve even some of these effects without surgery would give us an entirely new way to treat the critical problem of obesity, one that could help patients unable or unwilling to have surgery."" Co-author Peter Turnbaugh added: ""It may not be that we will have a magic pill that will work for everyone who's slightly overweight. ""But if we can, at a minimum, provide some alternative to gastric bypass surgery that produces similar effects, it would be a major advance."" Prof David Haslam, from the National Obesity Forum, said: ""We know the effects of bariatric surgery are not just mechanical and we don't know the full reasons why it works so well, especially in the resolution of diabetes. ""There is more to it than meets the eye."""
uk-wales-politics-15891842,Welsh budget: Labour and Lib Dems reach agreement,Labour and the Liberal Democrats have agreed a deal over the Welsh government's £14.5bn budget.,"It includes an extra £20m to spend on the education of the poorest pupils. The minority Labour administration in Cardiff Bay has been talking to opposition parties in an attempt to get its spending plans approved. First Minister Carwyn Jones and Welsh Lib Dem leader Kirsty Williams hailed the deal, but it was criticised by the Conservatives and Plaid Cymru. 'No cuts' The first minister said other budget areas would not be cut to pay for the agreement. Mr Jones told BBC Radio Wales: ""There are no other budget areas that would be cut. We have looked at a number of areas where the money can be gathered. ""This is about as much as we can manage, but it's money that is going to be used for a good purpose in order to provide better educational opportunities for some of our most deprived children."" The extra money boosts the size of a pupil deprivation grant to more than £32m next year. A Welsh government spokesman said it would mean £450 would go directly to schools for every child receiving free school meals. There were 70,800 children entitled to free school meals in Wales last year. The two parties have also agreed on the destination of a £39m windfall which the Welsh government received as a result of a council tax freeze in England. To be spent over two years, it includes more money for businesses that recruit young apprentices and capital spending for a home energy efficiency scheme. The agreement breaks weeks of deadlock in budget talks between Labour and the opposition. With 30 of the Senedd's 60 seats, Labour needed at least one opposition member to ratify its budget. Ministers had also been talking to Plaid Cymru, who called for increased spending to boost the economy. The government had until Tuesday to table a final budget before a crucial vote on 6 December. A Welsh government source indicated that Wales could receive a spending boost as a consequence of the Chancellor's autumn statement on Tuesday. Any additional funds would be spent ""in consultation"" with the Lib Dems. 'Make a difference' Welsh Lib Dem leader Mrs Williams said the money - which the party has dubbed a pupil premium - would start to break a link between poverty and poor standards in schools. She said: ""It would have been easier politically to walk away, but the Welsh Liberal Democrats have instead worked with our political opponents to agree a budget for the good of Wales. ""We are proud that our influence will make a difference to children in Wales and provide a welcome boost to the economic recovery."" Plaid Cymru said the Lib-Lab deal was ""bad news for the Welsh economy"". ""There will not be, it seems, a package of emergency measures to stimulate the economy because the Lib Dems have sold their support very cheaply,"" a spokesman said. The Conservatives wanted to see an increase in health spending. Tory opposition leader Andrew RT Davies said: ""What is regrettably clear is the Liberal Democrats' endorsement of Labour's savage cuts to the NHS. ""It is unfortunate that, while their Westminster colleagues protect the health budget in England, the Welsh Liberal Democrats have chosen not to prioritise the NHS in Wales."""
uk-england-42808302,Plastic bottles: Free water refill points rolled out to cut waste,"Shops, cafes and businesses will offer free water refill points in every major city and town in England by 2021.","Industry body Water UK says its scheme could cut disposable plastic bottle use by tens of millions a year. The move comes amid growing concern about the effect of plastic waste on the environment. Whitbread, which owns Costa Coffee and Premier Inn, is the first to sign up to the initiative and will provide water in all of its branches from March 2018. Refill stations and public fountains will be able to be found via an app or window signs pointing people in the direction of the nearest one. The new scheme has been set up on the back of a previous initiative, the Refill campaign, which currently has more than 1,600 refill stations across the UK and operates in 13 towns and cities in England. Water companies already taking part in local schemes under Refill include Anglian Water in Norwich, Northumbrian Water in Durham, South West Water in Cornwall and Bristol Water in Bristol. 'Make refilling easy' In 2015, Bristol adopted the campaign and the city now has more than 200 points. It is estimated that if every city resident in Bristol refilled one bottle once a week, the city could cut the use of disposable bottles by 22.3 million a year. In December, London mayor Sadiq Khan pledged to create 20 new fountains and other bottle-refill points in the city. Water UK's chief executive, Michael Roberts, said the industry wants to tackle the problems caused by plastic bottle and ""help turn this harmful tide of plastic waste"". ""This country has some of the best drinking water in the world and we want everyone to benefit from it. ""This scheme will do that by making it easier for people to refill their bottles wherever they work, rest, shop or play."" The issue of plastic waste has also been highlighted by the BBC's Blue Planet II. Analysis by BBC Reality Check Making it easier for people to refill water bottles instead of buying single-use ones is squarely on the agenda, with support from Environment Secretary Michael Gove and the Mayor of London. But there are no figures to show how many working drinking fountains there are across the UK. Installing them is a local responsibility. The Local Government Association, which represents councils in England and Wales, says it doesn't hold data on the number of drinking fountains. Water UK, which will run the free water refill scheme, also could not provide figures. The Drinking Fountain Association, founded as the Metropolitan Drinking Fountain and Cattle Trough Association in 1959, owns 2,406 fountains in England, but the vast majority of these aren't working fountains - they are historic monuments. Hundreds of drinking fountains were installed in the Victorian times to promote public health - and as part of the temperance movement, with many being stationed outside pubs. The advent of bottled water in the 1980s among other things pushed the need for drinking fountains down council priority lists."
health-35596991,"NHS trusts may hit £2.3bn deficit, report warns","NHS trusts in England are on course to be £2.3bn in the red by the end of the financial year, according to a leading health think tank.","By Adam BrimelowHealth correspondent, BBC News Based on data from about one in three trusts, the King's Fund said the financial position was getting worse and performance was deteriorating. It said this year was shaping up to be ""make or break"" for the NHS in England. The Department of Health said the service, despite being very busy, was performing well. This report - based on health service data and feedback from finance directors at about one in three trusts - offers a gloomy prognosis for the NHS. Three months ago, the King's Fund thought the overspend for trusts in this financial year in England could top £2bn. Now it is forecasting a net deficit of £2.3bn by the end of March. The findings suggest two-thirds of trusts expect to overspend by the end of the year, including 89% of acute hospital trusts. Sceptical about savings A clear majority of finance directors from trusts and local commissioning groups were sceptical that the health service in England could meet annual efficiency savings of 2-3% up to 2020-21, as required by the NHS masterplan known as the Five Year Forward View. One area that has been identified for savings is spending on agency staff. Last year, the Department of Health imposed a cap, but more than half of finance directors (53%) were concerned they would not be able to meet these limits. More than 20% thought the cap would affect their ability to recruit in order to provide safe care. The report highlights increasing concerns about the quality of services. A majority of the trust finance directors who responded - 53% - thought things had got worse in the last year. They were particularly worried about delays in A&E. Many also expressed concern about delayed transfers of care and staff morale. 'Increasing concerns' Commenting on the findings, the King's Fund's chief economist, Prof John Appleby, said they showed the NHS faced a huge financial challenge. ""Even with the additional funding recently provided by the Treasury and a big switch from capital to revenue spending, it is touch and go whether the Department of Health will be able to balance its budget at the end of the year. ""At the same time, performance is deteriorating with key targets being missed with increasing regularity and increasing concerns being raised about the quality of patient care. This is shaping up to be a make-or-break year for the NHS."" Health Minister Alistair Burt said: ""There should never be a choice between providing safe care - our top priority - and balancing the books, which is why we're investing £10bn to fund the NHS's own plan for the future, including nearly £4bn next year. ""Despite being busy, the NHS continues to perform well - last year the service performed 1.6 million more operations and treated 2,100 more people every day within the four-hour A&E target compared to 2010."""
entertainment-arts-21365281,Digital music 'becomes mainstream' in the UK,"The inexorable rise of digital music, blamed by many for the collapse of high street retailer HMV, continues unabated in the UK, according to new figures.","Almost one in five consumers (19.6%) now prefers to buy all their music as downloads, says trade body the BPI. Last year, 27.7% of UK music fans purchased downloads from stores such as iTunes or Amazon; or streamed songs on services like Spotify or YouTube. Gotye's Somebody That I Used To Know was the most-streamed song of 2012. It was closely followed by Carly Rae Jepsen's Call Me Maybe - with more than 3.7 billion tracks streamed in the UK in 2012, or 140 per household. The streaming market is now worth £49m to record labels. Spotify leads the field in terms of brand awareness, with figures revealing almost 70% of all consumers to be familiar with the Swedish service. According to the BPI, four out of five of consumers have heard of at least one of the leading audio streaming services. Spotify's own research shows Edinburgh to be the UK's top city for streaming in terms of per-capita usage, followed by Cardiff and Southampton. On the release of the BPI's Digital Music Nation report, its chief executive, Geoff Taylor, said there had ""rightly"" been ""a lot of focus in the past few weeks on High Street music retail"". ""That will continue,"" he continued. ""We must do all we can to serve music fans who love CDs and vinyl. ""But as well as great music stores, Britain is blessed with a world-beating array of digital music services."" The music fan, he said, would be ""the clear winner as digital services evolve to deliver even richer music experiences""."
business-51055491,What has Donald Trump actually achieved on trade?,"Is Donald Trump anything more than, as he once put it, ""Tariff Man""?","The US president uses the tool against trading partners to fight battles from ""unfair"" steel price practices to France's digital tax on tech giants. Most prominent has been his trade war with China which has raised border taxes on almost $500bn of annual trade. Mr Trump styles himself as a deal-maker who, as president of the world's largest economy, uses tariffs for leverage in negotiations. So can the US president legitimately claim he has made any progress? The BBC takes a look around the world. China When Mr Trump first announced a trade deal with China, he hailed it as ""very large and comprehensive"". It was, he tweeted, ""by far, the greatest and biggest deal ever made for our Great Patriot Farmers in the history of our Country"". This week, the two sides finally got around to a signing a deal but some were far from convinced that the substance merited Mr Trump's descriptions. Most of the tariffs remain in place. The US will maintain levies of up to 25% on an estimated $360bn worth of Chinese goods while China is expected to keep tariffs on more than $100bn of US imports. Even the Trump administration conceded it fell short of original goals, describing it as a ""phase one"" agreement. North America In 2018, the US, Canada and Mexico agreed to a deal that will govern the more than $1.1 trillion in trade between the three countries. The pact, which has been slowly making its way through the legislatures of the three countries, will replace the 1994 North American Free Trade Agreement (NAFTA) which Mr Trump has described as the ""worst"". However, despite a name change, a lot of the terms remain the same. There are some differences, including stronger labour provisions and tougher rules on the sourcing of auto parts. But analysts say their significance remains to be seen. Many of the other updates were worked out in negotiations that pre-dated Mr Trump. Japan and South Korea One of Mr Trump's first moves as president was to withdraw the US from the Trans Pacific Partnership - a proposed 12-country deal that eventually went ahead without America, putting its exports at a disadvantage. Mr Trump has since claimed two bilateral agreements in Asia, with Japan and South Korea, but the changes were so limited that Congressional researchers said they barely qualified as trade deals. In the case of South Korea, the most notable provision actually preserved US tariffs on light duty trucks. With Japan, the US won either levy cuts or complete elimination on $7bn worth of agricultural goods. But this was the same access America would have received under the Trans Pacific Partnership. Europe In the case of Europe, there is no trade deal in sight. The two sides went through a round of tit-for-tat tariffs after the US announced the steel and aluminium tariffs - measures that affect more than $10bn worth of two-way trade. Then, in October, the US imposed 25% tariffs on $7.5bn worth of European goods, including Scotch whisky, French wine and Italian cheese. In that instance, Mr Trump's decision had the approval of the World Trade Organization, which had found that the European Union provided illegal subsidies to aircraft manufacturer Airbus. The US president had made repeated threats to impose tariffs on European cars but that has never materialised. However, the White House continues to dangle the prospect of steep levies on other EU goods such as French produce in retaliation for France's new digital services tax.. Brazil and Argentina Heads spun last month when Mr Trump announced on Twitter he wanted tariffs on steel and aluminium from Brazil and Argentina. Those countries had been exempted from higher duty on both metals but Mr Trump claimed the two nations had been devaluing their currencies ""which is not good for our farmers"". So far, there has been no follow-up announcement from his administration and the threats have not materialised. Following a phone call with Mr Trump, Brazilian President Jair Bolsonaro said he had been assured they would not happen."
uk-england-kent-28488774,Eurotunnel Dover-Calais MyFerryLink appeals against ban,Eurotunnel's MyFerryLink has lodged an appeal against a decision that its ferry service should cease operating between Dover and Calais.,"The Cross-Channel rail company has been operating the service since 2012. Last month, the Competition and Market Authority (CMA) ruled it should stop in six months as current competition on the ferry route was unsustainable. The case is expected to be heard by the Competition Appeal Tribunal in the autumn. MyFerryLink said a judgment would then be made towards the end of the year or early in 2015. Eurotunnel bought three ships from SeaFrance after it went bust in 2012, with MyFerryLink operating up to 24 daily crossings on the Dover-Calais route. The CMA said this meant it had more than half the market when its rail link was taken into consideration. It said it has jurisdiction over the group's acquisition of the ferries and related assets, but MyFerryLink disagrees. An order giving Eurotunnel six months to stop running services has now been put on hold pending the outcome of the appeal."
world-europe-43828580,Salisbury attack: Scientist Vladimir Uglev 'helped create Novichok',Moscow continues to deny the existence of a chemical weapons programme called Novichok. But this is a question of semantics.,"By Steven RosenbergBBC News On Russia's Black Sea coast I meet Vladimir Uglev, a scientist who helped develop nerve agents for the Soviet Union. ""The aim of the programme was to produce a substance far more powerful than the nerve agent VX - 10 times more powerful,"" he tells me. ""And that's what we got."" Mr Uglev, 71, claims he created the poison that was used in the attack on Sergei and Yulia Skripal in Salisbury on 4 March. It has been identified in Russia by the code A-234. ""I can tell by the mass spectrometry readings, the presence of fluorine, by its molecular weight, and from all the spectrum data I was sent recently."" But if the nerve agent was so powerful, how did the Skripals survive? Vladimir believes they received a ""small dose… close to the threshold level."" Earlier this week the UK revealed the poison was delivered ""in liquid form"". I ask Vladimir: if the nerve agent used in Salisbury was the one he synthesised, does the poisoning prey on his conscience? ""These are not the first victims on my conscience,"" he tells me. ""If I thought about it, I could probably count a dozen people who've been poisoned by our substances, in different circumstances, for example, at the military training ground. Then there was the case of scientist Andrei Zheleznyakov who got infected in the laboratory."" Vladimir Uglev worked at a state laboratory in Shikhany, in Russia's Saratov region. One day he himself was involved in an accident with a novichok. ""It was with 'novichok' A-240. The solvent boiled over and splashed on to my right hand. I put my hand into hydrochloric acid, then washed it with an alkaline peroxide solution and put it under the tap."" ""You could say the Skripals and I are baptised by the same novichok, except that in my case it was A-240, not A-234. But it was my substance. And judging by how pure their test sample proved to be, this may well have been from a batch made by my own hands. It has a long shelf life, and virtually no expiry date."" The Russian state continues to insist it is innocent; that accusations against it over the Salisbury poisoning are part of a ""Russophobic"" plot and a ""provocation"" by Britain and America. Yulia Skripal, 33, was discharged from hospital in Salisbury earlier this month and her 66-year-old father is no longer in a critical condition. Officials say the highest concentration of the Novichok agent was found at their house. Moscow maintains there is no evidence that it targeted the Skripals. ""It's absolutely right,"" Vladimir Uglev tells me. ""You will never prove Russia's guilt. Unless you can find the actual test tube that contained the actual poison."" ""But the logic of events suggests it was Russia, as does the way our leaders reacted. They were so quick to say 'It wasn't us!' It's like when a thief steals something at the market: he's the first to shout 'The thief's not here, he's over there! Catch him!'"" Is Vladimir Uglev surprised that his country stands accused of carrying out a chemical attack in the UK? ""Not really,"" he tells me. ""And it's not Putin who is to blame. All of us in Russia are at fault. If this is what our country is like, what has Putin got to do with it? Replace Putin with Margaret Thatcher, and do you think anything would change? It wouldn't. The problem is that our society doesn't want to change."""
uk-england-merseyside-27503257,Liverpool civil servant 'linked to Hillsborough abuse',"The Cabinet Office is investigating claims a Liverpool civil servant may have posted ""sickening"" Hillsborough insults on Wikipedia.","The Daily Telegraph claims to have discovered the employee's likely involvement in the abusive online posts. An inquiry was launched in April after disparaging comments were allegedly made by users on Whitehall machines. The posts included the phrase ""Blame Liverpool fans"". Earlier this month the Cabinet Office described the posts as ""sickening"", but said the length of time since the edits - made in 2009 and 2012 - would make it very difficult to identify the offending civil servants. However, Andy Burnham MP, the Hillsborough supporter overseeing the inquiry, said the investigation had now ""narrowed."" At least one civil servant in Merseyside is believed to have been interviewed by the Cabinet Office, according to the Telegraph report. 'Leads have emerged' Mr Burnham said: ""I am satisfied that everything that should be done, is being done. ""The investigation is at a fairly advanced stage. I thought there may be a simple technological solution and it has proved to be more difficult than that, but leads have emerged. ""They are no longer just sifting the haystack, there is now more focus to the investigation and it has narrowed."" Kevin Robinson, one of the founders of the Hillsborough Justice Campaign, said: ""It is deplorable, whoever was responsible for the comments. ""But to think it could have been somebody from Merseyside, who must know what the feelings are of people and the community as a whole, is outrageous to contemplate."" A Cabinet Office spokeswoman said: ""Once we have the facts, the Minister for the Cabinet Office will update Parliament with the findings and consider further appropriate action. ""It would not be appropriate to comment further whilst this investigation is ongoing."""
uk-scotland-north-east-orkney-shetland-42987025,Scotland's red squirrel numbers stabilise,"Red squirrels have seen a surge in numbers in Scotland's north east and have stabilised nationwide, according to conservation researchers.","Results from Scotland's Red Squirrels 2017 survey show that their population has stopped shrinking across the country. The most positive results reveal that there has been a ""significant"" boost in numbers around Aberdeen. Red squirrels are also starting to appear in previously abandoned areas. Conservation officer Mary-Anne Collis said: ""In the central lowlands, red squirrels are holding their ground and as a result we've started to see them in areas where they haven't been seen for a long time. ""This is particularly noticeable to the south and east of Loch Lomond and the Trossachs National Park, which is now predominantly a red-only zone. ""If it wasn't for our fantastic volunteers that brave the unpredictable spring weather to help us with these surveys then we wouldn't be able to see the positive impact that our conservation work is having."" Grey squirrels, which were introduced to Britain from North America in the 19th Century, out-compete red squirrels for resources. They can also carry squirrelpox, a virus that does not harm them but is deadly to reds. Since 2011, Saving Scotland's Red Squirrels has been monitoring populations in the parts of the country where the rodents are most under threat from non-native greys. Rarely seen Numbers are surveyed using feeder boxes placed in the same areas of woodland each spring. When a squirrel visits a feeder box, a sticky tab collects some of its hair, which can then be identified under a microscope. Despite most areas successfully maintaining population levels, southern parts of Scotland saw mixed results. The survey produced no positive results in Berwickshire, where reds are now very rarely seen. Project manager Dr Mel Tonkin said: ""Unfortunately red squirrel numbers have continued to fall in parts of the Scottish Borders, especially since the arrival in Berwickshire of the deadly Squirrelpox virus from south of the border in 2011. ""In Dumfries and Galloway, red squirrels continue to do well, but are threatened by increasing records of grey squirrels which appear to be spreading into Nithsdale from the east and north. ""It is vital that the work we do here is stepped up to make sure these red squirrel populations remain healthy."" There are an estimated 138,000 red squirrels in the UK, according to Trees for Life."
business-42219692,Fox 'resumes sale talks' with Walt Disney,"Rupert Murdoch's 21st Century Fox is reported to have resumed talks with Walt Disney over a sale of ""most"" of its business, including its Sky stake.","Talks between the two companies were believed to have ended last month. But according to reports, including the Wall Street Journal - in which the Murdoch family has a large stake, the talks have now resumed. Negotiations are said to include Fox's movie and cable networks and international divisions, including Sky. The rest of the group, which includes Fox News Channel, Fox broadcast network and its sports rights, are not believed to be up for sale. Fox is currently in the process of trying to buy the rest of Sky that it does not already own. At the moment, it holds a 39% stake in the satellite broadcaster, but wants full control. Regulators are scrutinising this deal due to worries over the level of influence it would give media companies controlled by the Murdoch family within the UK media landscape, as well as concerns over 21st Century Fox's commitment to broadcasting standards. Media analyst Claire Enders, founder of Enders Analysis, said the reported interest of Disney in Fox was ""very credible"". Ms Enders said for a ""huge conglomerate"" like Disney, a deal focused on consolidation would be ""very sensible"", and allow it to save hundreds of millions of dollars though ""combined efficiencies"". But she said the talks would not be able to progress significantly ahead of a critical auction of UK Premier League rights early next year, which would potentially affect Sky's valuation. A Disney deal is not expected to prevent Fox's pursuit of the rest of Sky's shares. The takeover discussions come against the backdrop of upheaval in the media industry, as viewers turn increasingly towards online video, and away from subscriptions for pay-TV. This shift is reportedly what has fuelled Disney's approach; combining Disney's extensive entertainment offering with Fox's, might be a way to counter the growing threat from Amazon and Netflix. US cable group Comcast, which owns NBCUniversal, and telecoms operator Verizon are also reported to have expressed interest in Fox's entertainment assets. Analysts say changing consumer habits have also prompted media and entertainment executives to explore more consolidation of content creation and distribution functions."
entertainment-arts-30602423,Louis Smith wins another Strictly Come Dancing title,Louis Smith has won his second Strictly Come Dancing title after triumphing in the 2014 Christmas special.,"The Olympic gymnastic silver medallist, who won Strictly in 2012, earned his latest success on the night that Sir Bruce Forsyth returned to the show. Smith and professional partner Aliona Vilani earned a perfect score of 40 points from the judges for their quickstep to Jingle Bells. They won after the judges' and studio audience's scores were combined. Smith competed against other contestants from previous series - Rachel Stevens, Lisa Riley, Sophie Ellis-Bextor, Chris Hollins and Russell Grant. The 25-year-old said of his win: ""It's a nice present, I am not going to lie! We've had such a fun time although the first week of rehearsals was hard. ""But since then we have just been chilling out, laughing and giggling, messing around on the dance floor, it's been really good fun."" The contestants and judges adopted the roles of pantomime characters. Sir Bruce, who stepped down as the regular weekly host of the programme this year, came back to present the show with Tess Daly and also sang a version of Winter Wonderland."
world-us-canada-56222317,Doctor joins Zoom court hearing while operating on patient,"A doctor in Sacramento, California joined a traffic court hearing on Zoom while performing surgery on a patient.","Scott Green was dressed in surgical scrubs in an operating theatre when he appeared at his virtual trial on Thursday, the Sacramento Bee reported. When questioned by the judge, Mr Green said he was happy to go ahead, and that he had ""another surgeon right here who's doing the surgery with me"". The judge said that would not be ""appropriate"" and postponed the trial. The Medical Board of California has now said in a statement that it would look into the incident, adding that it ""expects physicians to follow the standard of care when treating their patients"". Before the Sacramento Superior Court hearing, which was livestreamed on YouTube, a court clerk asked the plastic surgeon: ""Hello, Mr Green? Hi. Are you available for trial? It kind of looks like you're in an operating room."" Green responded: ""I am, sir. Yes, I'm in an operating room right now. Yes, I'm available for trial. Go right ahead."" The clerk told Mr Green that the hearing was being livestreamed online, because traffic hearings are required by law to be open to the public. At the same time, an officer summoned to appear in court raised her eyebrows. While waiting for the judge, Court Commissioner Gary Link, to enter the Zoom, Mr Green appeared to continue operating on the patient. Once Mr Link had joined, he told the hearing: ""So unless I'm mistaken, I'm seeing a defendant that's in the middle of an operating room appearing to be actively engaged in providing services to a patient. Is that correct, Mr Green? Or should I say Dr Green?"" After the surgeon confirmed he was in the middle of performing surgery, and that he would be happy to continue, Mr Link said: ""I do not feel comfortable for the welfare of a patient if you're in the process of operating that I would put on a trial, notwithstanding the fact the officer is here today."" Mr Green then insisted he was able to go ahead, adding: ""I have another surgeon right here who's doing the surgery with me, so I can stand here and allow them to do the surgery also."" Mr Link replied: ""I don't think so, I don't think that's appropriate. I'm going to come up with a different date - when you're not actively involved or participating and attending to the needs of a patient."" BBC News has contacted Mr Green's office for comment. The surgeon reportedly told NBC News: ""That's not accurate and I have nothing to say. Thank you."" This isn't the first Zoom court mishap to go viral. Earlier this month, a lawyer was unable to remove a cat filter from his screen, before telling the judge he was happy to go ahead anyway: ""I'm here live, I'm not a cat."""
uk-england-beds-bucks-herts-22638519,Luton arrest after Culverhouse Road shooting,"A 22-year-old man is being held on suspicion of conspiracy to murder in connection with a shooting in Luton on 5 May, police have said.","Two shots were fired at a BMW by a motorcyclist in Culverhouse Road during the incident which came just hours after a peace rally in the town. The man was arrested on Thursday at a property in Connaught Road. Police said other arrests had been made this week in connection with gun-related crime in the town. A spokesman said officers had also executed further warrants and recovered drugs, a firearm and ammunition. A handgun was recovered on Wednesday after being found dumped in brambles in Hayling Drive by litter pickers. The weapon is now being examined to see if it can be matched to any recent shootings. On Wednesday, a man and woman, both aged 29, were arrested in Dale Road and a large quantity of what is believed to be Class A drugs and cash were recovered. A 32-year-old man was also arrested at an address in Five Springs on Thursday morning on suspicion of the cultivation of cannabis. 'Relentless pursuit' Det Ch Insp Dave Quarmby said the force was ""relentless in its pursuit of those committing violent crime"". ""However, in order to turn these arrests into convictions we need key witnesses to be brave and give us statements,"" he said. ""We have measures in place that can protect witnesses but we need to know who you are if we are to help you."" Bedfordshire Police and Crime Commissioner Olly Martins said last week's verdict in the trial of Kyle Beckford showed the ""vital role courageous members of the public can and must continue to play"". ""By working with the police the public can help end the recent spate of firearms incidents that are doing so much harm to our town,"" he said."
